text,label
@WilliamHC3 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positive
@spaqhetto @ArtOfBsing Little finger is in this too??!! :D,positive
Hot Air Balloon Festival! :) http://t.co/xKM797Hj60 #retweet,positive
THERES THIS VIBRATING NOISE THAT WOKE ME UP ANS I KEEP HEARING IT AND ITS MAKING ME SAD CUS IM SO TIRED :((,negative
@BellsIsMine what happened? :(,negative
@Michael5SOS @_8bitsenpai_  can someone send me a screenshot of this conversation i want to see what it was but my phone is being stupid :-(,negative
"@SophiaMascardo happy trip, keep safe. see you soon :* :(",negative
"@gelzarraga dude, why arent u answering any of my msgs :((",negative
@MICHAELC24H it's alright... cramps are killing me. :-(,negative
@SeniorSpazz @TehSmileys I was bored so I did EVERYTHING :D,positive
we just face timing :) http://t.co/UoqAstlhxO,positive
PauseTime is always nice :-),positive
@hyungwons_ tELL HIM TO PLS EAT MORE :-(((,negative
"Sharknado, one hour that I will never get back :(",negative
Collecting all five teal cards in time but not getting the prize makes me sad. :( #sect #tennunb,negative
@BillyAshworth93 Wrong Turn 6 it was amazing movie bro :)),positive
"@DADDYNAMJ00N @bbydesu No~ I mean, that @bbydesu hmm, omg Im so slow :(",negative
Hi I want to get connected with you @koreacholics :) as I am planning to come to South Korea,positive
@Rodarosexx sure babe :),positive
@minewsexual oh :( lol how it is? XD,negative
Can I just say a big thank you to the person who came up with the idea of screenshotting :-),positive
Things to be Noted Awesome :-) http://t.co/cxqFa4uCWu,positive
@sugarymgc i miss you :(,negative
@TwilitArgorok I hope everything's ok. *hugs* :(,negative
little mix are coming to sweden tomorrow and i can't see them :-( im sad,negative
Those friends know themselves :),positive
Home from vacation!:),positive
"only CPM has condemned it, rest all political parties are quiet :(",negative
Who's doing giveaways for muster goods? :( or any merchs,negative
"@amerz ah, the memories. :)",positive
@goodissachuntin Smh I know :(,negative
@dhwanidamani All set then. We just have to wait for the notification to install Windows 10 on your PC. :) ^MM,positive
"@michaelmoor_mt You are most welcome Michael, Do me a favour &amp; have yourself a #Dancetastic day :-)",positive
"1. Taxi Service
2. Second Scheduled Blog Post
3. HOUSEWORK OR BUST :(",negative
"Thanks for Sharing Dear Oshieer! :)

#realreviews #happycustomers #realoshi #dealsuthaonotebachao http://t.co/kskcAhbmEu",positive
The last of my chocolate has been consumed. :(,negative
@bowserrh got a hernia :( in pain!,negative
@ODIHQ oh no !! It wasnt a lunch talk? I thought it started at 1pm :(,negative
@Baldbuzzard4u :) Our shop opposite you will be open very soon too.,positive
@JusstSmilee long story :p,positive
@QueenBiankee You deserve all of that and madadagdagan pa yan :-) Congrats again :-) #BMC &lt;3,positive
can I just meet harry that's all I need in life :-),positive
Meet Steven @ the only kid who listens to me :( https://t.co/WL0Dtzg3J1,negative
@AfraidN0T then it might be hard to get into Final Fantasy then cause the newer ones are pish in comparison :( get the remastered 10 for ps4,negative
@BhaktisBanter u look angel in this one @PallaviRuhail :) #FlipkartFashionFriday http://t.co/aT0iSMP0XI,positive
I'm more active on @waTAOwat and I'm near to making this account private so... :D,positive
@magicbricks @iamKaranB congrtaualtions :),positive
I just want to get paid already :(,negative
@NimrodYEle Academics :-(((((,negative
@ParentingWT Well good luck Anne. You can always go the Indie route if you have no joy. :),positive
Men are like power tools. They make a lot of noise but its hard to get them to work. :),positive
Hello I need to know something can u fm me on Twitter?? — sure thing :) dm me x http://t.co/W6Dy130BV7,positive
@luckybsmith I'm dead...thank you for doing this to me :)),positive
"my heart is breathing for this moment in time, i'll find the words to say before you leave me today :(",negative
@@JulietteMaughan realising that I never received my copies of #Sensiesha :(,negative
"i miss everything about you"":(",negative
@krigsmamma Tack &lt;3 :D,positive
@JayMcGuiness i want to meet you :(,negative
Low priority match :) hahaha,positive
Friendzone :(,negative
"@davidwarner31 Lol. One word, David. :)",positive
"@korsikoff Strangely enough, the number of points you'll get all year too :))))",positive
@Gurmeetramrahim #MyPapaMyPride #OurDaughtersOurPride your love n encourage changing the life of everyone :),positive
Their 1st week digital point is decent. And so does their physical album point :((( wae,negative
@jethrocarr double whammy :(,negative
@LinnJennie :) HavuuuuuLoveYou♥uuuuuuuu:) http://t.co/FMGFgsl2uY,positive
Done :) @fannyelf7 @dhilaelf2 @gheolya @ks_ys3424 @seevia_1524 @sulpa_aiden,positive
Come and check out the new group I made on Facebook https://t.co/6Uu1cf109G for small channels wanting to be big #LetItGrow &lt;3 :),positive
@benedicksawal ifeelyou :(,negative
wow luxord looks really amazing here in his new kingdom hearts 3 promo art !! :) http://t.co/FFJU1rlJpC,positive
"@ComfyCooCoo @fairlylocalden_ the problem is tracing, many people do that and claim they are an artist which is not how it works :(",negative
I miss my circuit training during my secondary school days :(,negative
@dazmoriarty nope. Up in himachal :),positive
"@Pseudony_Ms No, that's completely true. I'm watching the entire series of SG1 right now on Lightbox, so can confirm :)",positive
@Ntwenty2 @brasso77 Looking good guys. :-),positive
Don't quite know yet what is about to come out on Hulk Hogan today but clearly Hulkamania is officially dead. :(,negative
@kiyomitsucashew it kInda does :-( and thank you!!! ill def do th,negative
Mtaani tunaita pussy viazi choma and we still get laid :-(,negative
Happy birthday to my momma bear. Love you so much. ❤️ I redid this because I found the last picture from 8th grade :) http://t.co/OkxiraPwXh,positive
"IGN :) IGN AU Pubcast 120: The Hero We Deserve, Tengaman: Tuesday, July 21 was a celebratio... http://t.co/1KBdSVNnnL #LetsProcrastinate",positive
Here's a cute panda to make your day! :) http://t.co/WRhMpnLpq3 http://t.co/RsCxtwKaeI,positive
72 and counting.  :( http://t.co/9xWKegCy6W,negative
Really want to be there :(,negative
@Candiferslaw Lucky dog I hate you....    :),positive
tbh i miss you :(,negative
Last day on the beach :-(:-(:-(.... http://t.co/oqo9F7FQs9,negative
@adoringpreston someone unfaved :((,negative
@Little_Nells happy birthday :)🎉🎈,positive
@ShawnMendes turning 17 in 15 days...omg. at least we have only 3 years difference :),positive
@BTSPRIME yaap urwelc :)),positive
Playing V.ball ATM :),positive
@ladyliaaxoxo but never dedicating anything to me :( smh lol,negative
@KzhaKish then tell me how? :(,negative
"@lindseyasuer Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/nO9B1b1vtN .Plz let me know what u think :)",positive
@Vanessauhhh he doesn't win any :(,negative
@KingCuh happy birthday bro :) have a good one,positive
@matty_lam @SkyFootball I'm not watching because I'm working :( but I'm not interested in man city anyway 😂 hope they lose,negative
"@Jurisprude1 Then about six months ago, bottom jaw, second tooth from the back broke a quarter... on all things, chewing gum! :(",negative
@goldennotebook @JohnEMichel @kellyalovell Thanks Lisa :),positive
penge bestfriend :( #PSYGustoKita,negative
@MrsManfyDiston Thanks for following! Do get in touch if you'd like any more info about our project: youth@bipolaruk.org.uk :),positive
@socio_foodie ye banate hain :D,positive
Can i cry for real coz the bandana s so cute to match for my dress.:((,negative
@cloverness :( I hope something holds your interest soon!,negative
@JoshMight69Her ur in LA :(,negative
"@SyedIHusain polite izzat :) 
wese does she trust him? khawateen k sath selfies say to mana kar deya :)",positive
@THExDOGFATHERx YOU ROCK! Thank you so much for the mention :),positive
Lolliver!!!!! :(,negative
"Me : kian I love you 
Kian : I LOVE YOUUUUUU
:( I can't get over today omg",negative
@OpTic_Mochila These are not facts bro :(,negative
@EvokingMaster *dies whilst hugging an Aki* yaaay! :D,positive
":( ♫ Sad by @maroon5 (with zikra, Lusi, and Hasya) — https://t.co/1zKAnQbheZ",negative
@EnvoClan Goood mornin earthling ! :D,positive
@NgSyafiq but he's sleeping and he's so cute :-(,negative
@vespera9 @moirae_ @nbhdmadi @akpayne15 @caitiiiii @tiffanymichels  I spent a half hour total on this.:-),positive
@RX931 Verge by Owl City! Thanks :D,positive
Invite My pin 5878E503 :),positive
"Seen 2 peregrines today 8.40 one had pigeon in its feet so lucky to see them again! flew over tram stop but didn,t hav phone to take pic :-(",negative
@nickhunterr Yes it is :D,positive
@brenttiscool capcom cock teasing us. I need this beta :(,negative
So proud!! :D :D Night Social App by Katerina Maniataki - Design Ideas http://t.co/WIsq6iBxv8 via @designideaspics,positive
@eleena_pv @apuchades I'm sorry :(,negative
@haelic but last time the one was working :( and their fb is gone too? i haven't checked for a long time lol,negative
Oh god!!! I'm strucked by the pain... Cant take it anymore!!! :(,negative
"@JewelStaite Funny, but yes too soon. It's always going to be too soon. :D",positive
When you're congratulating your friend on his graduation but you lose the plot. :D http://t.co/lRGfvh3yWg,positive
"@Daniel_O_16 Yes, that was hilarious :)",positive
@jrmychan hahah he dunwan to keep me also suan le ba haiz seeing everyone otw rn :(,negative
LoVe Is No MatTeR :),positive
So long subliminal messages :) -H #EATmeat #BREWproject #lovenafianna http://t.co/TkDvEYQFBO,positive
@sagar_meenakshi @neha8192 @AshviniYardi Hoping for a Grand SidNi Remarriage on the occasion of 1 year completion!! Congratulations! :),positive
Need some extra #UCount points to make it worth it! tweet it for fun :),positive
I miss being a kid :-( http://t.co/724BGj38Hq,negative
"@cloudljp THERE WERE A LOT OF WRITINGS OF THE BOYS IN MY SECTION WHDJWKSJA IDK THAT ZIAM WRITING STILL FUCKS ME UP

i go to a 100k school :(",negative
@Zearify i was in it :(,negative
kik : qualky808 #kik #kikmenow #milf #like4like #bored #summer #sexysaturday :) http://t.co/8R2Nrl31IC,positive
"@Derek_GTA Hi Derek, you could try using ParkShare in Gloucestershire http://t.co/qIF9AyAlkc :)",positive
"Just finished Bill and Ted's Excellent Adventure, now onto Bogus Journey :D",positive
@marjswifter i would never be! I understand though. Just a bummer i still won't be able to meet you. :( :( :( :(,negative
It's because too broke for the bomb weave I want. :(,negative
@TeknoGadyet Thanks for sharing this! :),positive
"@lyndaannew @chimichangauk I msged them and they said 3~5 days for a response, im sticking to chiquitos from now on :) xx",positive
@ruSh_Me Sure! :),positive
"Hi @dluxjed, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",positive
@guevarawr pretty sure i drowned myself in ice cream :(((,negative
@MikeyyGee_562 @thatdudegalvan_ atleast you honest .. Still get the bitches tho :),positive
Hi happys!!:) http://t.co/AGiLlxJdbi,positive
Take me back to Dubai :(,negative
"@horan_lyra done, please me :(",negative
I don't think I can watch degrassi for about 4-6 nights :((,negative
contradict yourself continuously to create chaos contained in your cranium :),positive
@ArtForCause So glad you did Sonal. :) Are you on instagram? What's your id?,positive
just got home.. heavy rain :(,negative
"@Troylr5ever hey, it's Reina :)
Sorry for sounding weird, I felt like crying. http://t.co/ixPpsNWiQG",positive
Thanks :)),positive
prelims exam tomorrow :-) #costacc  @AcctncyProblems http://t.co/DF1aXAAzg2,positive
The most embarrassing moment when you shared your secrets with a wrong one :(,negative
@OBeeTeam 😘 ⚡your blog  http://t.co/TkF5AeXfRI totally rocks :D 👏 👏 👏,positive
MY kik : denerivery506 #kik #kiksexting #FaceTime #kikmenow #talk #housemusic #kikkomansabor :) http://t.co/T6lOMDaFCz,positive
@shaunamanda2012 Benson is gorgeous!! Thank you so much for sharing him with us :) You can also enter on our Facebook too...,positive
Min @FansAldiSalsha follback me! :),positive
"@kendrahatesu FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
"@CLOUD9CABELLO FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
"I want to watch a movie, listen to Sizwe, eat and write my assignments at the same time.... But I can't do that :(",negative
@Itsmiagiron okay :(,negative
yah know I'm good at faking mah emotions :),positive
can't go back to sleep :((,negative
the internet is being a total bitch : (,negative
"@Marke61 :) It's something to do with the French air and lack of TV, for the first 6 months...:)!!",positive
